material_id,material_name,material_name_fr,material_category
3515,broken violin in resin in plexiglass,Violon en résine en plexiglass,sculptures
3516,bronze plaque with with brown patina,Plaque de bronze avec une patine brune,sculptures
3517,bronze with a brown and green patina,Bronze avec une patine brune et verte,sculptures
3518,bronze with a green and brown patina,Bronze avec une patine verte et brune,sculptures
3519,bronze with fine patina on wood base,Bronze avec patins fins sur la base de bois,sculptures
3520,bronze with gilding and black patina,Bronze avec patins dorés et patins noirs,sculptures
3521,"bronze, polychrome patina and enamel","Bronze, patine polychrome et émail",sculptures
3522,cast silicon bronze and forged steel,Bronze coulé en bronze et acier forgé,sculptures
3523,cold-painted bronze on a wooden base,Bronze peint à froid sur une base en bois,sculptures
3524,colored Plexiglas with light fixture,Plexiglas de couleur avec luminaire,sculptures
3525,galvanized iron and green plexiglass,Fer galvanisé et plexiglass vert,sculptures
3526,gilt and dark brown patinated bronze,Bronze patiné doré et brun foncé,sculptures
3527,"glass, paper and mixed media on wood","Verre, papier et supports mixtes sur bois",sculptures
3528,"glass, plexiglass, metal and pigment","Verre, plexiglas, métal et pigment",sculptures
3529,laser engraved and burned wood panel,Panneau de bois gravé et gravé au laser,sculptures
3530,manipulated metal inside resin block,Métal manipulé à l'intérieur du bloc de résine,sculptures
3531,painted wood sculptural wall hanging,Muraille sculpturale peinte en bois,sculptures
3532,papier mache and colored mixed media,Mache de papier et milieu mixte coloré,sculptures
3533,silver patinated bronze on wood base,Bronze patiné sur socle en bois,sculptures
3534,steel wires from a chrome metal base,Fils métalliques d'une base de métal chromé,sculptures
3535,synthetic ribbon in a plexiglass box,Ruban synthétique dans une boîte en plexiglas,sculptures
3536,white clay dish engraved and painted,Plat d'argile blanche gravé et peint,sculptures
3537,"bas-relief, plaster on plasterboard","Bas-relief, plâtre sur plâtre",sculptures
3538,bronze medallion on a wooden plaque,Médaillon de bronze sur une plaque en bois,sculptures
3539,"bronze sculpture, partially painted","Sculpture en bronze, partiellement peinte",sculptures
3540,bronze with a black and gold patina,Bronze avec une patine noire et dorée,sculptures
3541,bronze with a blue and brown patina,Bronze avec une patine bleue et brune,sculptures
3542,bronze with a brown and gold patina,Bronze avec une patine brune et dorée,sculptures
3543,bronze with a gold and brown patina,Bronze avec une patine dorée et une patine brune,sculptures
3544,bronze with a green and gold patina,Bronze avec une patine verte et dorée,sculptures
3545,bronze with a polished brown patina,Bronze avec une patine brune polie,sculptures
3546,bronze with black patina with nails,Bronze avec patins noirs avec clous,sculptures
3547,bronze with light gold-brown patina,Bronze avec de l'or clair-patina brun,sculptures
3548,"bronze, brown patina and polychromy","Bronze, patine brune et polychromie",sculptures
3549,"bronze, dark brown and green patina","Patins en bronze, brun foncé et vert",sculptures
3550,"bronze, dark green and brown patina","Bronze, vert foncé et patina brun",sculptures
3551,"bronze, light and dark brown patina","Patins de bronze, de lumière et de brun foncé",sculptures
3552,"bronze, rich brown and green patina","Patins de bronze, de couleur brune et verte",sculptures
3553,"bronze, rich green and brown patina","Bronze, vert riche et patina brun",sculptures
3554,"carved pear wood, warm brown patina","Bois de poirier sculpté, patine brune tiède",sculptures
3555,"cold-painted bronze, ivory and onyx","Bronze peint à froid, ivoire et onyx",sculptures
3556,electronic L.E.D. signs with diodes,Signes électroniques L.E.D. avec diodes,sculptures
3557,gilt and patinated bronze and ivory,Bronze et ivoire dorés et patinés,sculptures
3558,light sculpture in wood and acrylic,Sculpture légère en bois et acrylique,sculptures
3559,painted and collaged ceramic dishes,Vaisselle en céramique peinte et collée,sculptures
3560,painted metal and electrical system,Système électrique et métallique peint,sculptures
3561,"painted sheet metal, brass and wire","Tôle peinte, laiton et fil métallique",sculptures
3562,"paper, board, rubber and plexiglass","Papier, carton, caoutchouc et plexiglas",sculptures
3563,"papier mach?, gauze, plaster, iron","Papier mach, gaze, plâtre, fer",sculptures
3564,patinated bronze on a wood platform,Bronze patiné sur une plate-forme en bois,sculptures
3565,"plaster, painted and glazed ceramic","Céramiques en plâtre, peintes et vitrées",sculptures
3566,"Plexiglas, lamp and electric system","Plexiglas, lampe et système électrique",sculptures
3567,relief in bronze with golden patina,Relief en bronze avec patins dorés,sculptures
3568,screenprint in colors on plexiglass,Sérigraphie en couleurs sur plexiglass,sculptures
3569,sculpture with gouache on cardboard,Sculpture avec gouache sur carton,sculptures
3570,soldered bronze with a brown patina,Bronze soldé avec une patine brune,sculptures
3571,white marble on a green marble base,Marbre blanc sur socle en marbre vert,sculptures
3572,acrylic on fiberglass and concrete,Acrylique sur fibre de verre et béton,sculptures
3573,alkyd oil paint on laser cut steel,Peinture à l'huile d'alkyde sur acier de coupe laser,sculptures
3574,bronze with a pumpkin color patina,Bronze avec une patine de couleur citrouille,sculptures
3575,bronze with black and brown patina,Bronze avec patins noir et brun,sculptures
3576,bronze with black and green patina,Bronze avec patins noir et vert,sculptures
3577,bronze with brown and green patina,Bronze avec patins brun et vert,sculptures
3578,bronze with brown and light patina,Bronze avec patins bruns et légers,sculptures
3579,bronze with brown patina and resin,Bronze avec patine brune et résine,sculptures
3580,bronze with dark and light patinas,Bronze avec patins foncés et sombres,sculptures
3581,bronze with gray and copper patina,Bronze avec patins gris et cuivre,sculptures
3582,bronze with green and brown patina,Bronze avec patins vert et brun,sculptures
3583,bronze with green patina and glass,Bronze avec patine verte et verre,sculptures
3584,"bronze, dark brown and gilt patina","Bronze, brun foncé et patins dorés",sculptures
3585,"bronze, with brownish-black patina","Bronze, avec patins brun-noir",sculptures
3586,carved soapstone inlaid with ivory,Stéatite creusées creusées avec ivoire,sculptures
3587,chromium plated and iridised metal,Métal chromé et iridisé,sculptures
3588,enameled and polychromed porcelain,Porcelaine émaillée et polychromée,sculptures
3589,forged and soldered iron and paint,Fer et peinture forgés et soudés,sculptures
3590,gilt bronze on polished stone base,Bronze doré sur une base en pierre polie,sculptures
3591,gilted bronze with metallic patina,Bronze doré à la patine métallique,sculptures
3592,"lead, affixed to a plexiglass base","Plomb, fixé à une base de plexiglas",sculptures
3593,"LED lamp, acrylic, stainless steel","Lampe à LED, acrylique, inox",sculptures
3594,metal coils in resin in plexiglass,Bobines de métal en résine en plexiglass,sculptures
3595,mixed media on box spring mattress,Support mixte sur matelas de ressort,sculptures
3596,"mixed media, textile and mannequin","Médias mixtes, textiles et mannequins",sculptures
3597,"mixed media, wire mesh and textile","Milieu mixte, treillis métallique et textile",sculptures
3598,painted metal wire standing mobile,Fil métallique peint mobile,sculptures
3599,"plaster, in the round, monochromed","Plâtre, au rond, monochromé",sculptures
3600,"sculpture, serigraph on plexiglass","Sculpture, sérigraphie sur plexiglas",sculptures
3601,"silicone, pigment, hair and fabric","Silicone, pigment, cheveux et tissus",sculptures
3602,soldered bronze with a gold patina,Bronze soldé avec une patine dorée,sculptures
3603,three-dimensional color lithograph,Lithographie en couleur tridimensionnelle,sculptures
3604,acrylic lacquer and decals on FRP,Laque acrylique et décalques sur FRP,sculptures
3605,acrylic on wood with metal screen,Acrylique sur bois avec écran métallique,sculptures
3606,black pigmented plastic and steel,Plastique pigmenté noir et acier,sculptures
3607,bronze sculpture with gold patina,Sculpture en bronze avec patins d'or,sculptures
3608,bronze with a golden-brown patina,Bronze avec une patine dorée,sculptures
3609,bronze with brown and gilt patina,Bronze avec la patine brune et dorée,sculptures
3610,bronze with brown and gold patina,Bronze à la patine brune et dorée,sculptures
3611,bronze with brownish-green patina,Bronze avec patine vert brunâtre,sculptures
3612,bronze with green and gold patina,Bronze avec la patine verte et dorée,sculptures
3613,bronze with greenish black patina,Bronze avec patins noir verdâtre,sculptures
3614,bronze with greenish brown patina,Bronze avec une patine brune verdâtre,sculptures
3615,bronze with greenish-brown patina,Bronze à la patine brune verdâtre,sculptures
3616,"bronze, dark reddish brown patina","Bronze, patins brun rougeâtre foncé",sculptures
3617,"bronze, with greyish-black patina","Bronze, avec patins grisâtre et noir",sculptures
3618,"bronze, with reddish-brown patina","Bronze, avec patine rouge-brun",sculptures
3619,carved bronze with a brown patina,Bronze sculpté avec une patine brune,sculptures
3620,copper with patina and terracotta,Cuivre avec patine et terracotta,sculptures
3621,gilt-bronze and variegated marble,Bronze doré et marbre variégé,sculptures
3622,"grey soapstone, animal hide, wood","Soapstone gris, peaux d'animaux, bois",sculptures
3623,luscious brown patina cast bronze,Luscieuse patineuse brune coulée en bronze,sculptures
3624,magazines wrapped in baggage tape,Magazines emballés dans des bagages enregistrés,sculptures
3625,"oxidised steel sheet, cut, welded","Tôles d'acier oxydées, coupées, soudées",sculptures
3626,painted and chromium plated steel,Acier peint et chromé,sculptures
3627,partially polished Krastal marble,Marbre de Krastal partiellement poli,sculptures
3628,patinated bronze and carved ivory,Bronze patiné et ivoire sculpté,sculptures
3629,"plaster, steel and laminated wood","Plâtre, acier et bois stratifié",sculptures
3630,polished bronze with green patina,Bronze poli avec patine verte,sculptures
3631,polyester with polyurethane paint,Polyester avec peinture en polyuréthane,sculptures
3632,rose granite minimalist sculpture,Sculpture minimaliste en granit rose,sculptures
3633,sculpture of white patinated wood,Sculpture de bois patiné blanc,sculptures
3634,"spelter, with golden brown patina","Speltier, avec une patine brune dorée",sculptures
3635,stone and plastic with slate base,Pierre et plastique à base d'ardode,sculptures
3636,tiles on panel with a metal chain,Carreaux sur panneau avec chaîne métallique,sculptures
3637,turned Georgia pine (pinus taeda),Pin de Géorgie (pinus taeda),sculptures
3638,white neon with electrical system,Néon blanc avec système électrique,sculptures
3639,white terre de faience round dish,Plat rond blanc terre de faience,sculptures
3640,acrylic and paint tubes in resin,Tubes acryliques et de peinture en résine,sculptures
3641,black anodized aluminum multiple,Multiple d'aluminium anodisé noir,sculptures
3642,bronze relief with silver patina,Relief en bronze avec patins d'argent,sculptures
3643,"Bronze with a brown patina, wood","Bronze avec une patine brune, bois",sculptures
3644,bronze with a light brown patina,Bronze avec une patine brun clair,sculptures
3645,bronze with brown patina painted,Bronze avec patins à la patine brune,sculptures
3646,bronze with dark gold patination,Bronze avec patins d'or noir,sculptures
3647,bronze with reddish brown patina,Bronze avec patins brun rougeâtre,sculptures
3648,bronze with reddish-brown patina,Bronze à la patine rouge-brun,sculptures
3649,"bronze, silvered and gilt patina","Patins de bronze, argenteries et dorées",sculptures
3650,"bronze, with golden brown patina","Bronze, avec patins dorés dorés",sculptures
3651,"bronze, with golden-brown patina","Bronze, avec patins dorés",sculptures
3652,brown and green patinated bronze,Bronze patiné et vert patiné,sculptures
3653,brown patinated bronze and ivory,Bronze et ivoire patiné bruns,sculptures
3654,"cardboard, staples, and graphite","Carton, agrafes et graphite",sculptures
3655,"carved wood, browned and painted","Bois sculpté, brun et peint",sculptures
3656,"carved, painted and stained wood","Bois sculpté, peint et taché",sculptures
3657,clear and blue anodized aluminum,Aluminium anodisé clair et bleu,sculptures
3658,fiberglass and painted polyester,Fibre de verre et polyester peint,sculptures
3659,gilt-bronze and green monochromy,Doré-bronze et monochromie verte,sculptures
3660,"glass, metal and gold galvanized","Verre, métal et or galvanisé",sculptures
3661,marble mounted on a formica base,Marbre monté sur une base formica,sculptures
3662,"nickel-plated bronze, plexiglass","Bronze plaqué nickel, plexiglas",sculptures
3663,numerous screws under plexiglass,De nombreuses vis en plexiglas,sculptures
3664,painted and glazed ceramic plate,Plaque de céramique peinte et vitrée,sculptures
3665,painted iron with electric motor,Fer peint avec moteur électrique,sculptures
3666,painted wood and wire assemblage,Assemblage de bois et de fils peints,sculptures
3667,papier-mache and painted plaster,Papier-mache et plâtre peint,sculptures
3668,partially glazed ceramic ashtray,Cendrier en céramique partiellement vitrée,sculptures
3669,partially glazed ceramic pitcher,Pichet en céramique partiellement vitrée,sculptures
3670,patinated and partly gilded iron,Fer patiné et partiellement doré,sculptures
3671,"perspex, water, shells, and bone","Perspex, eau, coquillages et os",sculptures
3672,"steel, brass and phosphor bronze","Acier, laiton et bronze",sculptures
3673,"twine, net, paper and wood panel","Panneau de ficelle, filet, papier et bois",sculptures
3674,wall sculpture of wood and metal,Sculpture murale en bois et en métal,sculptures
3675,welded and cast bronze and brass,Bronze et laiton soudé et coulé,sculptures
3676,wood and fiberglass construction,Construction de bois et de fibre de verre,sculptures
3677,aluminum with colored Plexiglas,Aluminium avec plexiglas colorés,sculptures
3678,bronze and nickle plated bronze,Bronze et bronze plaqué bronze,sculptures
3679,bronze attached to a wood stand,Bronze attaché à un peuplement de bois,sculptures
3680,bronze mounted on marble plaque,Bronze monté sur plaque de marbre,sculptures
3681,bronze relief with brown patina,Relief en bronze avec patine brune,sculptures
3682,bronze wioth black brown patina,Patins à la patine brun noir,sculptures
3683,bronze with a blue-black patina,Bronze avec une patine bleu-noir,sculptures
3684,bronze with a dark brown patina,Bronze avec une patine brune foncée,sculptures
3685,bronze with a fine brown patina,Bronze avec une fine patine brune,sculptures
3686,bronze with golden brown patina,Bronze à la patine brune dorée,sculptures
3687,bronze with golden-brown patina,Bronze à la patine dorée,sculptures
3688,bronze with medium brown patina,Bronze avec patina brun moyen,sculptures
3689,bronze with yellow brown patina,Bronze avec patins brun jaune,sculptures
3690,"bronze, dark brown-black patina","Bronze, brun foncé-patina noir",sculptures
3691,"bronze, gilt and colored patina","Bronze, dorure et patine colorée",sculptures
3692,"bronze, with black-brown patina","Bronze, à la patine marron noir",sculptures
3693,ceramic hand painted and glazed,Peinture en céramique peinte et vitrée,sculptures
3694,clock with oil and gilt on wood,Horloge avec huile et dorure sur bois,sculptures
3695,cut paper mounted in plexiglass,Papier coupé monté en plexiglass,sculptures
3696,enamel-glazed white earthenware,Terrassement blanc émaillé émaillé,sculptures
3697,fiber glass mannequin and cloth,Mannequin et tissu en fibre de verre,sculptures
3698,"forged, riveted and welded iron","Fer forgé, riveté et soudé",sculptures
3699,gilt-bronze and ivory sculpture,Sculpture en bronze et en ivoire,sculptures
3700,Gold and green patinated bronze,Bronze patiné en or et vert,sculptures
3701,gunshot tin can metal sculpture,Cantine de métal à la sculpture en métal,sculptures
3702,hollow bronze with black patina,Bronze creux avec patine noire,sculptures
3703,license plates and painted wood,Plaques d'immatriculation et bois peint,sculptures
3704,"marble, copper, stone and paint","Marbre, cuivre, pierre et peinture",sculptures
3705,metal sculpture mounted on wood,Sculpture en métal montée sur bois,sculptures
3706,mixed metal welded construction,Construction soudée en métal mixte,sculptures
3707,painted and fabricated aluminum,Aluminium peint et fabriqué,sculptures
3708,painted and glazed cast ceramic,Céramique en fonte peinte et vitrée,sculptures
3709,painted and glazed ceramic dish,Plat en céramique peint et vitré,sculptures
3710,painted and glazed ceramic tile,Carreaux de céramique peints et vitrés,sculptures
3711,painted and glazed ceramic vase,Vase en céramique peint et vitré,sculptures
3712,painted bronze and mink pompoms,Bronze peint et pompons de vison,sculptures
3713,partially glazed ceramic plaque,Plaque de céramique partiellement vitrée,sculptures
3714,patinated bronze with gold leaf,Bronze patiné avec feuille d'or,sculptures
3715,patinated bronze with oil paint,Bronze patiné avec peinture à l'huile,sculptures
3716,powered bronze mixed with resin,Bronze à la puissance mélangé avec de la résine,sculptures
3717,screenprint on reflective steel,Sérigraphie sur acier réfléchissant,sculptures
3718,spray paint on thermoform board,Peinture en aérosol sur carton thermoforme,sculptures
3719,terra cotta-tinted buff plaster,Plâtre en terre cuite en terre cuite,sculptures
3720,"terracotta, in the round, fired","Terracotta, au rond, viré",sculptures
3721,welded iron with acrylic patina,Fer soudé à la patine acrylique,sculptures
3722,"wood, metal, string and lacquer","Bois, métal, ficelle et laque",sculptures
3723,acrylic and wood on wooden log,Acrylique et bois sur bois rond,sculptures
3724,black patinated plaster statue,Statue en plâtre patiné noir,sculptures
3725,bronze on a swivel marbel base,Bronze sur une base de marbel swivel,sculptures
3726,bronze relief with dark patina,Relief en bronze avec patins foncés,sculptures
3727,bronze with a blue-back patina,Bronze avec une patine bleue,sculptures
3728,bronze with a dark blue patina,Bronze avec une patine bleu foncé,sculptures
3729,bronze with black brown patina,Bronze avec patins brun noir,sculptures
3730,bronze with black green patina,Bronze avec patins vert noir,sculptures
3731,Bronze with black-brown patina,Bronze à la patine marron noir,sculptures
3732,bronze with black-green patina,Bronze avec patina vert noir,sculptures
3733,bronze with brown-black patina,Bronze avec patins marron-noir,sculptures
3734,bronze with brown-green patina,Bronze avec patins marron-vert,sculptures
3735,bronze with green/brown patina,Bronze avec patins vert / brun,sculptures
3736,bronze with green-black patina,Bronze avec patins vert-noir,sculptures
3737,bronze with green-brown patina,Bronze à la patine vert-brun,sculptures
3738,bronze with light brown patina,Bronze avec patins brun clair,sculptures
3739,"bronze, green and black patina","Patins en bronze, vert et noir",sculptures
3740,"bronze, green and brown patina","Patins en bronze, vert et brun",sculptures
3741,"bronze, rich dark brown patina","Bronze, grande patine brune foncée",sculptures
3742,"bronze, rich dark green patina","Bronze, riche patine vert foncé",sculptures
3743,"bronze, warm dark brown patina","Bronze, patins brun foncé",sculptures
3744,"bronze, with dark brown patian","Bronze, avec patie brun foncé",sculptures
3745,"bronze, with dark brown patina","Bronze, avec patins brun foncé",sculptures
3746,"bronze, with deep brown patina","Bronze, avec une patine brune",sculptures
3747,"bronze, with gold/green patina","Bronze, avec patine or / vert",sculptures
3748,"bronze, wood and ceramic, keys","Bronze, bois et céramique, clés",sculptures
3749,cold-painted bronze and marble,Bronze et marbre peint à froid,sculptures
3750,copper and silver foil on wood,Feuilles de cuivre et d'argent sur bois,sculptures
3751,copper sheets and painted wood,Feuilles de cuivre et bois peint,sculptures
3752,cut and drilled silicon bronze,Bronze de silicium coupé et foré,sculptures
3753,fiberglass and polyester resin,Résine de fibre de verre et de polyester,sculptures
3754,gilt bronze with a gold patina,Bronze doré avec une patine dorée,sculptures
3755,"glass, Plexiglas and gold leaf","Verre, plexiglas et feuille d'or",sculptures
3756,"mixed media, wood, vinyl paint","Milieu mixte, bois, peinture de vinyle",sculptures
3757,partially glazed ceramic plate,Plaque de céramique partiellement vitrée,sculptures
3758,"plexiglass, bakelite and metal","Plexiglas, bakélite et métal",sculptures
3759,polychrome on matt grey ground,Polychrome sur sol gris mat,sculptures
3760,polychrome painted wood relief,Relief en bois peint polychrome,sculptures
3761,Porcelain object in a wood box,Objet Porcelain dans une boite à bois,sculptures
3762,sculpture marble-stone-collage,Sculpture marbre-pierre-collage,sculptures
3763,"silver, painted stone and wire","Argent, pierre et fil peints",sculptures
3764,spray paint on Coca-Cola botle,Peinture au pistolet sur Coca-Cola,sculptures
3765,stainless steel and steel wire,Fils en acier inoxydable et en acier,sculptures
3766,stainless steel on a wood base,Acier inoxydable sur une base de bois,sculptures
3767,three dimensional brass relief,Relief en laiton tridimensionnel,sculptures
3768,black and white acrylic glass,Verre acrylique noir et blanc,sculptures
3769,bronze and ivory painted blue,Bronze et ivoire peint en bleu,sculptures
3770,"bronze painted in blue, ivory","Bronze peint en bleu, ivoire",sculptures
3771,"bronze sculpture, unique cast","Sculpture en bronze, coulée unique",sculptures
3772,bronze with black marble base,Bronze avec socle en marbre noir,sculptures
3773,bronze with blue-black patina,Bronze avec patins bleu-noir,sculptures
3774,bronze with blue-green patina,Bronze avec patins bleu-vert,sculptures
3775,bronze with brown-gold patina,Bronze avec patins brun-or,sculptures
3776,bronze with dard brown patina,Bronze avec la patine brune dard,sculptures
3777,bronze with dark brown patina,Bronze avec patins brun foncé,sculptures
3778,bronze with dark green patina,Bronze avec patins vert foncé,sculptures
3779,Bronze with dark-brown patina,Bronze avec patins brun foncé,sculptures
3780,bronze with gold brown patina,Bronze avec une patine brune dorée,sculptures
3781,bronze with gold/brown patina,Bronze avec or / patine brune,sculptures
3782,bronze with gold-brown patina,Bronze à la patine marron doré,sculptures
3783,bronze with gray green patina,Bronze avec patine vert gris,sculptures
3784,bronze with grey-green patina,Bronze avec patins gris-vert,sculptures
3785,bronze with traces of gilding,Bronze avec traces de dorure,sculptures
3786,bronze with variegated patina,Bronze avec patins variégés,sculptures
3787,bronze with with brown patina,Bronze avec une patine brune,sculptures
3788,"bronze, brown and gilt patina","Patins à la patine bronze, marron et doré",sculptures
3789,"bronze, brownish-green patina","Patins en bronze, vert brunâtre",sculptures
3790,"bronze, gold and brown patina","Bronze, or et patine brune",sculptures
3791,"bronze, greenish brown patina","Bronze, patina brun verdâtre",sculptures
3792,"bronze, greenish-brown patina","Bronze, patine verdâtre",sculptures
3793,brushed steel mounted on base,Acier brossé monté sur socle,sculptures
3794,"carved limewood, stained dark","Bois de limebois sculpté, teint foncé",sculptures
3795,carving on found painted wood,Sculpture sur bois peint trouvé,sculptures
3796,cold-painted bronze and ivory,Bronze et ivoire peints à froid,sculptures
3797,forklift tires with gold leaf,Chariot élévateur à fourchou à feuilles d'or,sculptures
3798,gilt bronze and chromed metal,Bronze doré et métal chromé,sculptures
3799,glazed terre de faience plate,Plaque de terre vitrée vitrée,sculptures
3800,hoptonwood stone with pigment,Pierre de bois de trémies avec pigment,sculptures
3801,iron; fiberglass with leather,Fer ; fibre de verre avec cuir,sculptures
3802,"limewood, carved in the round","Limewood, sculpté dans le rond",sculptures
3803,"metal and plastic, gilt alloy","Métal et plastique, alliage doré",sculptures
3804,"metal, paper mach? and gauze","Métal, papier mach? Et gaze",sculptures
3805,"metal, paper machee and paint","Métal, machee en papier et peinture",sculptures
3806,mixed media kinetic sculpture,Sculpture cinétique mixte media,sculptures
3807,molar brick casting in bronze,Coulée molaire en briques en bronze,sculptures
3808,nickel plated metal and agate,Nickel plaqué métal et agate,sculptures
3809,"painted and gilt wood, string","Bois peint et doré, chaîne",sculptures
3810,painted white ceramic pitcher,Lanceur en céramique blanche peinte,sculptures
3811,"painted wood, metal and nylon","Bois peint, métal et nylon",sculptures
3812,Pigment IKB on natural sponge,Pigment IKB sur une éponge naturelle,sculptures
3813,Plexiglass and electromagnets,Plexiglass et électro-aimants,sculptures
3814,Polished black Belgian marble,Marbre noir belge poli,sculptures
3815,"porcelain, painted with glaze",Porcelaine peinte avec glaçure,sculptures
3816,"PVC, fabric, and gaffers tape","Bande de PVC, de tissu et de gaffers",sculptures
3817,"styrofoam, cement and pigment","Styromousse, ciment et pigment",sculptures
3818,"wood, colored glass and steel","Bois, verre coloré et acier",sculptures
3819,"beryllium, copper and bronze","Béryllium, cuivre et bronze",sculptures
3820,bronze and plexiglas pyramid,Pyramide en bronze et en plexiglas,sculptures
3821,bronze hammered and silvered,Bronze martelé et argenté,sculptures
3822,bronze recast on barble base,Refonte en bronze sur socle barble,sculptures
3823,bronze recast on marble base,Refonte en bronze sur socle en marbre,sculptures
3824,bronze with black patination,Bronze avec patins noirs,sculptures
3825,bronze with goldbrown patina,Bronze avec patins brun doré,sculptures
3826,bronze with green-red patina,Bronze avec patine rouge-rouge,sculptures
3827,bronze with oil-based enamel,Bronze avec émail à base d'huile,sculptures
3828,bronze with patinated finish,Bronze avec finition patinée,sculptures
3829,bronze with red-brown patina,Bronze avec patins rouge-brun,sculptures
3830,bronze with verdigris patina,Bronze avec verdigris patina,sculptures
3831,"bronze, polychrome patinated","Bronze, patiné polychrome",sculptures
3832,"bronze, reddish-brown patina","Bronze, patina brun rougeâtre",sculptures
3833,carved limewood stained dark,Bois de limebois taillé foncé,sculptures
3834,"cast-iron, dark green patina","Fonte, patine vert foncé",sculptures
3835,"fiberglass, wood and pigment","Fibre de verre, bois et pigment",sculptures
3836,gilt-bronze and white marble,Dorure-bronze et marbre blanc,sculptures
3837,illuminated box construction,Construction d'une boîte lumineuse,sculptures
3838,"iron, copper and composition","Fer, cuivre et composition",sculptures
3839,lacquer and fibreglass resin,Laque et résine de fibre de verre,sculptures
3840,lead and wax relief on steel,Relief de plomb et de cire sur acier,sculptures
3841,Lime tree wood painted black,Bois de Lime peint en noir,sculptures
3842,Madoura glazed pottery plate,Plaque de poterie glacée de Madoura,sculptures
3843,metalized porcelain multiple,Porcelaine métalisée multiple,sculptures
3844,mixed media on cast aluminum,Médias mixtes sur aluminium coulé,sculptures
3845,painted sheet metal and wire,Tôlerie et fils peints,sculptures
3846,paper mache and wire painted,Mache de papier et fil peints,sculptures
3847,parcel gilt bronze and ivory,Parcelle dorure en bronze et ivoire,sculptures
3848,partially glazed ceramic jug,Pichet en céramique partiellement vitrée,sculptures
3849,porcelain painted with glaze,Porcelaine peinte avec glaçure,sculptures
3850,round sculpture of alu resin,Sculpture ronde de résine alu,sculptures
3851,soldered silver-plated metal,Métal argenté soudé en métal,sculptures
3852,stainless steel; paint tubes,Acier inoxydable ; tubes à peinture,sculptures
3853,steel and powder coated rust,Rouille enrobé d'acier et de poudre,sculptures
3854,steel and white painted wood,Bois peint en acier et blanc,sculptures
3855,terracotta with color glazes,Terracotta avec glaçures couleur,sculptures
3856,terre de faience round plate,Terre de fidélité plaque ronde,sculptures
3857,video and sound installation,Installation vidéo et sonore,sculptures
3858,white marble and gilt-bronze,Marbre blanc et doré-bronze,sculptures
3859,white-tinted resin sculpture,Sculpture en résine teintée de blanc,sculptures
3860,"wire, adhesive tape, lacquer","Fil, ruban adhésif, laque",sculptures
3861,yellow gold patinated bronze,Or jaune patiné en bronze,sculptures
3862,acrylic on sculpted plaster,Acrylique sur plâtre sculpté,sculptures
3863,acrylic on wood skateboards,Acrylique sur planches à bois,sculptures
3864,bronze box with dark patina,Boite de bronze avec patine sombre,sculptures
3865,bronze on orignal wood base,Bronze sur socle en bois d'origine,sculptures
3866,bronze with a russet patina,Bronze avec une patine rouillée,sculptures
3867,bronze with greenish patina,Bronze avec patine verdâtre,sculptures
3868,bronze with redbrown patina,Bronze à la patine rouge,sculptures
3869,"bronze, golden brown patina","Bronze, patins dorés dorés",sculptures
3870,"bronze, golden-brown patina","Bronze, patina doré",sculptures
3871,"bronze, ligiht brown patina","Bronze, la patine brune ligiht",sculptures
3872,"bronze, medium brown patina","Bronze, patina brun moyen",sculptures
3873,burnt wood in Plexiglas box,Bois brûlé en Plexiglas,sculptures
3874,dark green patinated bronze,Bronze vert foncé patiné,sculptures
3875,epoxy paint on polyurethane,Peinture époxy sur polyuréthane,sculptures
3876,gilded bronze on stone base,Bronze doré sur la base de pierre,sculptures
3877,"gilt bronze, ivory and onyx","Bronze doré, ivoire et onyx",sculptures
3878,glass with adhesive letters,Verre avec des lettres adhésives,sculptures
3879,marble and patinated bronze,Bronze et bronze patiné,sculptures
3880,metal and electrical system,Système métallique et électrique,sculptures
3881,"neon light, lead and copper","Lumière, plomb et cuivre néon",sculptures
3882,painted aluminum and copper,Aluminium peint et cuivre,sculptures
3883,painted driftwood and metal,Bois flotté et métal peint,sculptures
3884,painted sheet metal and rod,Tôle et tige peinte,sculptures
3885,patinated and painted brass,Laiton patiné et peint,sculptures
3886,patinated bronze and marble,Bronze et marbre patinés,sculptures
3887,plaster with shellac finish,Plâtre avec finition laque,sculptures
3888,"plastic, tape and a catalog","Plastique, bande et un catalogue",sculptures
3889,polished and painted bronze,Bronze poli et peint,sculptures
3890,polished interlocking brass,Laiton poli poli poli,sculptures
3891,polyurethane expanding foam,Mousse en polyuréthane,sculptures
3892,Sandstone with green enamel,Sandstone avec émail vert,sculptures
3893,silver with tahitian pearls,Argent avec perles tahitiennes,sculptures
3894,steel (scrap) and cut glass,Acier (débris) et verre coupé,sculptures
3895,terracotta and brown patina,Terracotta et patine brune,sculptures
3896,terracotta relief sculpture,Sculpture en relief en terre cuite,sculptures
3897,violin bridges in Plexiglas,Ponts de violon en Plexiglas,sculptures
3898,welded metal wall sculpture,Sculpture en métal soudé,sculptures
3899,white marble and brown onyx,Marbre blanc et onyx brun,sculptures
3900,wooden sculpture with paste,Sculpture en bois avec pâte,sculptures
3901,acrylic on metal sculpture,Acrylique sur sculpture en métal,sculptures
3902,acrylic paint on mannequin,Peinture acrylique sur mannequin,sculptures
3903,aluminum in three sections,Aluminium en trois sections,sculptures
3904,assemblage and mixed media,Assemblage et supports mixtes,sculptures
3905,bronze and polished bronze,Bronze et bronze poli,sculptures
